client_id,soc_dem___age_bucket,soc_dem___gender_cd,soc_dem___income_bucket
144701,56-65,cat_6,60-100k
158642,56-65,cat_4,<=30k
142174,26-35,cat_4,250k+
11482,26-35,cat_4,150-250k
55717,36-45,cat_4,100-150k
123249,26-35,cat_4,100-150k
127644,36-45,cat_6,30-60k
136644,<=25,cat_4,<=30k
52176,36-45,cat_4,60-100k
80080,<=25,cat_6,60-100k
117795,26-35,cat_4,30-60k
22459,46-55,cat_4,60-100k
24393,36-45,cat_4,60-100k
110820,36-45,cat_4,60-100k
159021,26-35,cat_4,150-250k
48012,36-45,cat_6,60-100k
22718,26-35,cat_6,30-60k
150884,26-35,cat_4,250k+
117144,26-35,cat_4,60-100k
86284,36-45,cat_6,30-60k
94605,36-45,cat_6,60-100k
141865,36-45,cat_4,100-150k
13234,26-35,cat_6,150-250k
75197,26-35,cat_4,60-100k
83231,36-45,cat_6,100-150k
91548,26-35,cat_4,60-100k
122517,26-35,cat_4,30-60k
121732,36-45,cat_4,150-250k
160104,26-35,cat_4,60-100k
24874,26-35,cat_4,60-100k
82148,46-55,cat_6,60-100k
69485,46-55,cat_6,60-100k
160824,46-55,cat_6,60-100k
165564,<=25,cat_4,60-100k
113913,<=25,cat_4,100-150k
16202,26-35,cat_4,100-150k
1046,36-45,cat_4,60-100k
147868,46-55,cat_4,30-60k
99797,36-45,cat_4,150-250k
20008,26-35,cat_6,30-60k
80581,<=25,cat_4,30-60k
65716,46-55,cat_4,30-60k
112813,26-35,cat_4,<=30k
19062,<=25,cat_4,60-100k
166678,26-35,cat_4,<=30k
37863,26-35,cat_6,60-100k
160529,26-35,cat_6,60-100k
109464,36-45,cat_6,60-100k
125299,<=25,cat_6,60-100k
158118,26-35,cat_6,<=30k
100817,<=25,cat_6,<=30k
46676,26-35,cat_6,250k+
145672,26-35,cat_6,60-100k
20463,46-55,cat_6,30-60k
62564,46-55,cat_4,150-250k
148204,26-35,cat_4,<=30k
162142,46-55,cat_6,30-60k
80934,26-35,cat_4,60-100k
18234,26-35,cat_4,100-150k
116628,<=25,cat_6,60-100k
19170,36-45,cat_4,30-60k
149493,36-45,cat_6,100-150k
5305,36-45,cat_4,150-250k
121890,26-35,cat_4,150-250k
95716,46-55,cat_4,100-150k
47009,46-55,cat_4,150-250k
30482,36-45,cat_6,100-150k
164062,<=25,cat_4,60-100k
11900,26-35,cat_6,150-250k
127461,46-55,cat_4,250k+
149781,36-45,cat_4,150-250k
29570,26-35,cat_4,30-60k
108402,26-35,cat_6,100-150k
130695,56-65,cat_4,30-60k
146792,36-45,cat_6,60-100k
54826,36-45,cat_4,30-60k
74472,26-35,cat_4,60-100k
125345,<=25,cat_6,250k+
96712,26-35,cat_6,60-100k
96004,36-45,cat_4,30-60k
86016,36-45,cat_6,30-60k
162639,46-55,cat_4,30-60k
55461,36-45,cat_4,100-150k
22904,36-45,cat_6,<=30k
81619,26-35,cat_6,60-100k
57053,26-35,cat_4,30-60k
88080,36-45,cat_6,150-250k
85329,26-35,cat_4,250k+
153716,26-35,cat_4,30-60k
49452,<=25,cat_4,150-250k
166009,36-45,cat_4,60-100k
153206,36-45,cat_6,150-250k
7291,26-35,cat_6,60-100k
107563,26-35,cat_6,150-250k
99349,<=25,cat_4,30-60k
56267,46-55,cat_4,<=30k
59058,26-35,cat_4,60-100k
122253,36-45,cat_6,100-150k
58736,36-45,cat_6,250k+
17613,<=25,cat_6,60-100k
132183,36-45,cat_4,150-250k
78113,36-45,cat_4,100-150k
5588,26-35,cat_6,60-100k
3250,26-35,cat_4,100-150k
156758,26-35,cat_6,60-100k
4188,46-55,cat_6,60-100k
143074,<=25,cat_4,60-100k
94790,36-45,cat_4,60-100k
118865,36-45,cat_4,250k+
151572,26-35,cat_4,30-60k
29717,36-45,cat_4,60-100k
49259,36-45,cat_4,60-100k
131453,26-35,cat_6,<=30k
16992,26-35,cat_6,30-60k
69329,<=25,cat_6,<=30k
22360,26-35,cat_4,60-100k
73325,36-45,cat_4,60-100k
135888,36-45,cat_4,60-100k
123365,65+,cat_6,30-60k
16866,26-35,cat_4,250k+
70147,46-55,cat_4,<=30k
165188,26-35,cat_6,<=30k
90610,65+,cat_4,30-60k
37377,65+,cat_4,<=30k
6879,<=25,cat_4,60-100k
13404,36-45,cat_4,150-250k
67173,46-55,cat_4,250k+
151840,26-35,cat_4,30-60k
792,36-45,cat_4,30-60k
148331,36-45,cat_4,30-60k
117340,26-35,cat_4,30-60k
68425,36-45,cat_6,60-100k
162627,36-45,cat_6,60-100k
57881,<=25,cat_4,150-250k
5821,36-45,cat_6,60-100k
40454,<=25,cat_4,<=30k
3363,46-55,cat_6,60-100k
45800,56-65,cat_4,30-60k
124935,46-55,cat_6,60-100k
55183,26-35,cat_4,30-60k
149415,36-45,cat_6,60-100k
87655,46-55,cat_4,30-60k
18123,36-45,cat_6,30-60k
154302,36-45,cat_6,60-100k
133671,26-35,cat_6,60-100k
86371,26-35,cat_4,60-100k
2985,<=25,cat_6,60-100k
845,46-55,cat_4,100-150k
48862,36-45,cat_6,100-150k
135246,36-45,cat_6,30-60k
24009,46-55,cat_4,250k+
26802,36-45,cat_6,60-100k
121145,36-45,cat_6,150-250k
134751,<=25,cat_4,<=30k
161456,26-35,cat_6,60-100k
6911,46-55,cat_6,250k+
119250,26-35,cat_4,30-60k
153932,46-55,cat_4,60-100k
118862,26-35,cat_6,100-150k
66685,46-55,cat_4,30-60k
54911,<=25,cat_6,60-100k
135395,46-55,cat_4,30-60k
54898,26-35,cat_6,30-60k
112162,36-45,cat_4,60-100k
98711,46-55,cat_6,30-60k
167120,36-45,cat_4,250k+
158899,36-45,cat_4,60-100k
165629,<=25,cat_4,100-150k
8936,26-35,cat_4,60-100k
148966,<=25,cat_4,<=30k
72924,36-45,cat_4,30-60k
49370,36-45,cat_4,150-250k
46965,46-55,cat_4,30-60k
98285,36-45,cat_6,<=30k
158969,26-35,cat_4,60-100k
165570,<=25,cat_4,100-150k
105522,26-35,cat_6,60-100k
3337,36-45,cat_4,60-100k
1584,46-55,cat_4,60-100k
150929,26-35,cat_4,60-100k
10104,26-35,cat_4,60-100k
34785,26-35,cat_6,150-250k
48014,56-65,cat_4,30-60k
82219,36-45,cat_4,100-150k
124158,26-35,cat_6,30-60k
120592,36-45,cat_6,100-150k
111273,<=25,cat_4,60-100k
1279,26-35,cat_6,150-250k
119529,46-55,cat_4,60-100k
4523,26-35,cat_6,250k+
24957,26-35,cat_4,60-100k
6451,26-35,cat_4,100-150k
100241,<=25,cat_6,30-60k
165371,46-55,cat_4,150-250k
86120,<=25,cat_6,60-100k
106480,<=25,cat_6,60-100k
51130,36-45,cat_6,60-100k
22850,26-35,cat_4,250k+
59972,<=25,cat_4,<=30k
147344,36-45,cat_4,60-100k
42159,26-35,cat_4,100-150k
80163,36-45,cat_4,60-100k
26357,26-35,cat_4,<=30k
141775,<=25,cat_4,60-100k
59754,<=25,cat_4,<=30k
60893,56-65,cat_4,30-60k
114478,36-45,cat_6,150-250k
65011,<=25,cat_6,30-60k
6572,<=25,cat_6,30-60k
3561,<=25,cat_6,100-150k
90032,36-45,cat_4,100-150k
109426,26-35,cat_4,30-60k
32203,36-45,cat_4,60-100k
53826,36-45,cat_4,60-100k
69454,<=25,cat_4,30-60k
73966,<=25,cat_4,30-60k
124870,26-35,cat_4,60-100k
2892,36-45,cat_4,<=30k
80535,26-35,cat_4,<=30k
66339,26-35,cat_4,250k+
88241,36-45,cat_4,60-100k
85181,46-55,cat_6,<=30k
121052,36-45,cat_4,60-100k
37012,<=25,cat_4,60-100k
63097,36-45,cat_6,60-100k
116479,26-35,cat_6,100-150k
19341,56-65,cat_6,150-250k
119925,36-45,cat_6,60-100k
45325,26-35,cat_4,100-150k
63486,46-55,cat_4,<=30k
25690,46-55,cat_6,30-60k
3199,<=25,cat_4,100-150k
30780,46-55,cat_6,100-150k
163952,36-45,cat_4,60-100k
163856,26-35,cat_6,150-250k
111384,26-35,cat_4,60-100k
76851,26-35,cat_6,30-60k
69572,36-45,cat_6,60-100k
90345,26-35,cat_4,250k+
34969,36-45,cat_4,60-100k
126256,26-35,cat_6,100-150k
48089,<=25,cat_4,60-100k
97903,36-45,cat_6,60-100k
122591,46-55,cat_4,60-100k
55512,36-45,cat_4,150-250k
87566,26-35,cat_4,100-150k
153296,56-65,cat_6,100-150k
103291,36-45,cat_4,60-100k
157291,36-45,cat_6,100-150k
140309,36-45,cat_4,<=30k
42198,36-45,cat_6,150-250k
161552,26-35,cat_6,30-60k
91473,36-45,cat_6,60-100k
94820,<=25,cat_6,30-60k
154694,26-35,cat_6,150-250k
61238,<=25,cat_4,150-250k
100130,<=25,cat_6,30-60k
119965,46-55,cat_4,60-100k
7220,46-55,cat_4,30-60k
94442,46-55,cat_4,60-100k
52624,26-35,cat_6,<=30k
109155,46-55,cat_4,60-100k
142196,<=25,cat_6,30-60k
12577,46-55,cat_6,60-100k
26278,46-55,cat_6,<=30k
80830,36-45,cat_4,30-60k
77818,<=25,cat_4,<=30k
77014,<=25,cat_6,30-60k
164119,36-45,cat_4,30-60k
15557,65+,cat_6,<=30k
73117,26-35,cat_4,60-100k
15213,36-45,cat_4,30-60k
105225,56-65,cat_4,60-100k
77942,36-45,cat_4,60-100k
166264,<=25,cat_6,250k+
62623,26-35,cat_6,60-100k
37364,36-45,cat_6,150-250k
128145,26-35,cat_6,100-150k
77759,46-55,cat_4,60-100k
120945,<=25,cat_6,60-100k
107446,46-55,cat_4,60-100k
117091,26-35,cat_6,100-150k
19303,36-45,cat_6,250k+
159487,46-55,cat_6,60-100k
60590,26-35,cat_4,60-100k
70442,26-35,cat_4,100-150k
142313,26-35,cat_4,30-60k
76744,46-55,cat_4,30-60k
117097,46-55,cat_6,60-100k
97692,<=25,cat_4,60-100k
85331,46-55,cat_6,60-100k
72136,36-45,cat_4,60-100k
151585,26-35,cat_6,100-150k
89930,26-35,cat_4,<=30k
143302,26-35,cat_4,250k+
126531,26-35,cat_4,60-100k
17865,26-35,cat_6,60-100k
24638,36-45,cat_4,150-250k
123996,36-45,cat_4,100-150k
159168,26-35,cat_4,60-100k
116973,36-45,cat_6,150-250k
151061,36-45,cat_4,100-150k
2480,26-35,cat_4,60-100k
167572,<=25,cat_6,<=30k
34316,<=25,cat_6,150-250k
81432,26-35,cat_6,150-250k
73572,<=25,cat_4,150-250k
127613,26-35,cat_6,60-100k
56287,46-55,cat_4,60-100k
82775,26-35,cat_4,100-150k
42396,36-45,cat_4,30-60k
137071,36-45,cat_6,150-250k
126566,26-35,cat_4,60-100k
124108,26-35,cat_6,30-60k
56320,26-35,cat_4,30-60k
56991,36-45,cat_4,30-60k
61462,36-45,cat_4,250k+
8907,<=25,cat_6,60-100k
81148,<=25,cat_4,<=30k
9893,36-45,cat_4,60-100k
93983,<=25,cat_6,60-100k
111193,36-45,cat_4,<=30k
74633,<=25,cat_4,60-100k
141798,65+,cat_6,30-60k
73960,26-35,cat_6,60-100k
83830,26-35,cat_6,250k+
126343,36-45,cat_6,60-100k
150538,56-65,cat_6,60-100k
6753,36-45,cat_6,60-100k
68982,26-35,cat_4,100-150k
148184,<=25,cat_6,100-150k
13836,26-35,cat_4,250k+
132500,26-35,cat_4,60-100k
122906,36-45,cat_4,100-150k
47028,46-55,cat_4,100-150k
75938,<=25,cat_4,60-100k
61022,46-55,cat_6,150-250k
146633,26-35,cat_4,30-60k
63741,36-45,cat_6,30-60k
32629,<=25,cat_4,150-250k
69108,36-45,cat_4,60-100k
111866,<=25,cat_6,60-100k
14163,46-55,cat_4,60-100k
25037,<=25,cat_6,150-250k
134590,26-35,cat_4,30-60k
5846,36-45,cat_4,60-100k
123794,46-55,cat_4,250k+
130286,<=25,cat_4,60-100k
29227,36-45,cat_4,60-100k
133981,36-45,cat_4,100-150k
81851,<=25,cat_4,60-100k
115103,46-55,cat_6,30-60k
62808,36-45,cat_4,150-250k
131082,46-55,cat_4,150-250k
143974,<=25,cat_4,30-60k
12104,<=25,cat_6,60-100k
122276,26-35,cat_4,250k+
88567,36-45,cat_4,30-60k
119651,36-45,cat_4,60-100k
134393,46-55,cat_4,<=30k
60484,36-45,cat_4,250k+
162179,36-45,cat_4,150-250k
84800,36-45,cat_6,30-60k
24590,26-35,cat_4,60-100k
150510,56-65,cat_4,150-250k
130547,26-35,cat_6,60-100k
79845,36-45,cat_4,100-150k
142101,36-45,cat_4,150-250k
145795,36-45,cat_4,150-250k
26948,36-45,cat_6,30-60k
11202,46-55,cat_4,30-60k
65920,36-45,cat_4,30-60k
86729,26-35,cat_6,<=30k
51027,46-55,cat_6,30-60k
45270,46-55,cat_6,30-60k
66435,36-45,cat_6,<=30k
142189,26-35,cat_4,60-100k
36284,36-45,cat_6,100-150k
72574,46-55,cat_4,150-250k
66191,46-55,cat_4,60-100k
117116,36-45,cat_4,60-100k
19609,36-45,cat_4,60-100k
124219,36-45,cat_4,60-100k
141015,36-45,cat_4,100-150k
85269,56-65,cat_4,30-60k
119155,36-45,cat_4,60-100k
48368,36-45,cat_4,60-100k
133801,26-35,cat_4,60-100k
157191,26-35,cat_4,60-100k
30927,36-45,cat_4,60-100k
150694,26-35,cat_4,60-100k
26357,26-35,cat_4,<=30k
38840,46-55,cat_4,60-100k
27952,36-45,cat_4,250k+
149689,36-45,cat_4,60-100k
26605,36-45,cat_6,60-100k
72917,26-35,cat_6,150-250k
1900,36-45,cat_6,60-100k
101869,36-45,cat_4,60-100k
148068,46-55,cat_4,30-60k
44112,56-65,cat_6,100-150k
57495,36-45,cat_4,60-100k
5431,36-45,cat_4,100-150k
56460,36-45,cat_6,100-150k
38501,26-35,cat_4,100-150k
19194,26-35,cat_6,150-250k
85309,36-45,cat_4,100-150k
115424,26-35,cat_6,<=30k
158492,46-55,cat_6,60-100k
45592,26-35,cat_6,100-150k
49130,46-55,cat_6,150-250k
78265,<=25,cat_6,<=30k
135517,36-45,cat_4,150-250k
29553,26-35,cat_6,250k+
128959,26-35,cat_4,60-100k
118755,56-65,cat_6,60-100k
1026,46-55,cat_4,30-60k
90830,36-45,cat_6,60-100k
52641,36-45,cat_4,60-100k
111947,26-35,cat_4,60-100k
137411,36-45,cat_6,60-100k
121657,<=25,cat_6,60-100k
161804,56-65,cat_4,100-150k
68030,46-55,cat_6,60-100k
109067,<=25,cat_6,60-100k
153674,26-35,cat_4,60-100k
51478,65+,cat_6,60-100k
65833,36-45,cat_6,60-100k
98013,36-45,cat_6,60-100k
22269,36-45,cat_4,30-60k
125015,36-45,cat_4,60-100k
133939,<=25,cat_4,150-250k
67586,26-35,cat_4,60-100k
96312,26-35,cat_4,100-150k
90694,36-45,cat_6,100-150k
137653,46-55,cat_6,100-150k
144890,36-45,cat_4,30-60k
68850,<=25,cat_6,100-150k
117189,<=25,cat_4,30-60k
23564,26-35,cat_4,30-60k
142162,<=25,cat_6,60-100k
70526,46-55,cat_6,60-100k
137498,26-35,cat_4,150-250k
70732,26-35,cat_4,150-250k
114278,36-45,cat_4,60-100k
156209,26-35,cat_4,<=30k
85115,46-55,cat_4,250k+
49381,<=25,cat_6,60-100k
154984,26-35,cat_4,60-100k
44720,26-35,cat_4,30-60k
112996,56-65,cat_6,30-60k
164479,36-45,cat_4,60-100k
101044,36-45,cat_4,60-100k
156278,26-35,cat_6,60-100k
114491,46-55,cat_4,30-60k
129808,36-45,cat_6,60-100k
36161,56-65,cat_4,60-100k
132287,26-35,cat_6,60-100k
28018,26-35,cat_4,60-100k
94168,<=25,cat_4,60-100k
23444,46-55,cat_6,100-150k
138575,26-35,cat_4,150-250k
76956,26-35,cat_4,250k+
157586,36-45,cat_4,100-150k
92847,26-35,cat_6,60-100k
145229,36-45,cat_4,30-60k
162253,36-45,cat_4,250k+
152068,26-35,cat_4,100-150k
16460,36-45,cat_4,100-150k
31037,56-65,cat_4,60-100k
7082,26-35,cat_6,60-100k
142,36-45,cat_6,30-60k
10159,<=25,cat_6,30-60k
96666,36-45,cat_4,250k+
3466,26-35,cat_6,60-100k
53170,<=25,cat_4,100-150k
149595,26-35,cat_4,150-250k
99663,46-55,cat_6,30-60k
136318,36-45,cat_6,60-100k
85789,26-35,cat_6,100-150k
83616,<=25,cat_4,<=30k
16421,36-45,cat_4,250k+
159236,36-45,cat_4,30-60k
138893,26-35,cat_6,100-150k
62233,36-45,cat_4,60-100k
105356,26-35,cat_4,30-60k
157526,36-45,cat_6,100-150k
15585,26-35,cat_4,30-60k
25030,26-35,cat_4,100-150k
148822,<=25,cat_6,<=30k
47245,46-55,cat_4,60-100k
95038,26-35,cat_4,30-60k
76420,36-45,cat_6,60-100k
158491,<=25,cat_4,60-100k
86755,46-55,cat_4,<=30k
39257,26-35,cat_6,100-150k
49468,46-55,cat_4,150-250k
159925,46-55,cat_6,60-100k
21411,26-35,cat_4,60-100k
55693,46-55,cat_4,60-100k
14654,36-45,cat_4,150-250k
105176,26-35,cat_6,30-60k
89957,46-55,cat_4,60-100k
165757,36-45,cat_6,60-100k
104900,26-35,cat_4,60-100k
82489,36-45,cat_4,150-250k
125476,36-45,cat_6,100-150k
163987,36-45,cat_4,30-60k
61986,26-35,cat_4,60-100k
139415,26-35,cat_6,150-250k
11066,46-55,cat_6,60-100k
14063,36-45,cat_4,250k+
276,36-45,cat_4,60-100k
36002,<=25,cat_6,30-60k
4243,36-45,cat_4,150-250k
89873,36-45,cat_4,60-100k
90536,36-45,cat_4,250k+
150670,46-55,cat_4,60-100k
93494,26-35,cat_4,60-100k
162874,<=25,cat_6,100-150k
40841,26-35,cat_6,30-60k
121986,<=25,cat_4,30-60k
24945,26-35,cat_6,30-60k
142741,<=25,cat_4,30-60k
135635,26-35,cat_6,250k+
147989,36-45,cat_4,60-100k
57409,<=25,cat_4,<=30k
120816,<=25,cat_4,60-100k
110811,36-45,cat_4,60-100k
104229,<=25,cat_4,30-60k
153785,26-35,cat_4,60-100k
22851,26-35,cat_6,60-100k
91882,36-45,cat_4,60-100k
121379,26-35,cat_4,<=30k
70931,36-45,cat_6,60-100k
82471,65+,cat_6,30-60k
140087,56-65,cat_4,250k+
78947,36-45,cat_6,100-150k
39138,26-35,cat_6,150-250k
59049,26-35,cat_6,60-100k
55671,36-45,cat_6,150-250k
129681,26-35,cat_4,60-100k
102067,26-35,cat_6,100-150k
143711,26-35,cat_4,<=30k
166770,26-35,cat_4,60-100k
90307,36-45,cat_4,60-100k
11124,36-45,cat_4,60-100k
147835,56-65,cat_6,100-150k
106038,26-35,cat_6,100-150k
70174,26-35,cat_6,60-100k
68825,26-35,cat_4,60-100k
66282,36-45,cat_4,30-60k
139319,36-45,cat_4,60-100k
5181,36-45,cat_4,30-60k
122214,36-45,cat_4,150-250k
62365,26-35,cat_6,150-250k
50764,<=25,cat_6,<=30k
7677,36-45,cat_6,60-100k
85015,26-35,cat_6,100-150k
124596,26-35,cat_6,250k+
114911,46-55,cat_4,150-250k
28891,36-45,cat_6,<=30k
65225,<=25,cat_6,60-100k
161169,46-55,cat_6,30-60k
128226,36-45,cat_6,60-100k
15383,36-45,cat_4,60-100k
80883,<=25,cat_4,60-100k
6783,36-45,cat_4,100-150k
97344,36-45,cat_6,150-250k
154234,26-35,cat_4,60-100k
78579,26-35,cat_4,30-60k
143879,46-55,cat_6,60-100k
132910,26-35,cat_6,<=30k
165348,<=25,cat_6,60-100k
99380,26-35,cat_4,60-100k
35765,26-35,cat_4,60-100k
88428,<=25,cat_4,<=30k
74760,36-45,cat_6,60-100k
161524,36-45,cat_4,60-100k
13275,<=25,cat_4,<=30k
145329,26-35,cat_4,60-100k
2152,26-35,cat_4,150-250k
67703,36-45,cat_4,60-100k
43442,36-45,cat_6,30-60k
35286,56-65,cat_4,30-60k
45724,36-45,cat_6,100-150k
12233,36-45,cat_6,60-100k
112741,<=25,cat_6,60-100k
77173,26-35,cat_6,60-100k
81805,26-35,cat_6,60-100k
49554,36-45,cat_4,100-150k
45949,46-55,cat_4,60-100k
143777,26-35,cat_4,100-150k
159141,26-35,cat_4,60-100k
115907,26-35,cat_4,60-100k
50139,26-35,cat_6,60-100k
57148,46-55,cat_6,60-100k
66510,36-45,cat_4,60-100k
164138,26-35,cat_6,30-60k
47420,<=25,cat_4,60-100k
8824,46-55,cat_6,60-100k
70996,36-45,cat_6,100-150k
96408,36-45,cat_4,250k+
17534,65+,cat_4,60-100k
85518,65+,cat_4,250k+
75842,36-45,cat_4,60-100k
142314,36-45,cat_4,60-100k
92928,46-55,cat_4,30-60k
53041,46-55,cat_4,60-100k
85974,26-35,cat_4,30-60k
119609,26-35,cat_6,100-150k
56070,56-65,cat_4,100-150k
91379,56-65,cat_6,60-100k
121681,36-45,cat_4,<=30k
57024,<=25,cat_6,100-150k
83413,56-65,cat_4,250k+
143839,26-35,cat_4,<=30k
32397,26-35,cat_4,<=30k
2497,26-35,cat_4,150-250k
69498,36-45,cat_6,100-150k
112463,46-55,cat_6,150-250k
69221,<=25,cat_4,60-100k
13592,26-35,cat_6,30-60k
18425,36-45,cat_6,30-60k
95425,26-35,cat_6,60-100k
2728,26-35,cat_4,100-150k
136504,<=25,cat_6,60-100k
51172,26-35,cat_6,60-100k
131974,26-35,cat_4,60-100k
44293,26-35,cat_6,60-100k
22997,46-55,cat_6,100-150k
134549,56-65,cat_4,150-250k
149623,<=25,cat_6,30-60k
46358,26-35,cat_4,<=30k
137531,26-35,cat_4,30-60k
51696,65+,cat_6,30-60k
14276,56-65,cat_6,150-250k
10417,46-55,cat_4,30-60k
21858,36-45,cat_4,150-250k
131819,<=25,cat_4,<=30k
77506,<=25,cat_6,60-100k
54497,26-35,cat_4,250k+
77400,36-45,cat_4,150-250k
43303,<=25,cat_4,60-100k
40035,26-35,cat_4,250k+
25007,36-45,cat_4,150-250k
106323,56-65,cat_6,60-100k
29985,36-45,cat_4,250k+
145715,<=25,cat_4,150-250k
98887,36-45,cat_6,60-100k
90824,46-55,cat_4,30-60k
105747,36-45,cat_4,150-250k
120946,46-55,cat_4,30-60k
120544,26-35,cat_4,60-100k
128873,26-35,cat_6,100-150k
27528,26-35,cat_4,30-60k
83185,36-45,cat_4,60-100k
137352,26-35,cat_6,150-250k
32901,56-65,cat_6,100-150k
83168,56-65,cat_6,60-100k
64359,46-55,cat_6,60-100k
104664,26-35,cat_4,100-150k
38724,<=25,cat_6,150-250k
60008,36-45,cat_4,60-100k
143025,36-45,cat_6,100-150k
45358,26-35,cat_6,100-150k
7019,26-35,cat_4,60-100k
3510,36-45,cat_4,60-100k
34634,26-35,cat_4,60-100k
119632,26-35,cat_4,60-100k
18472,46-55,cat_4,60-100k
30920,26-35,cat_6,60-100k
43520,46-55,cat_4,150-250k
55884,<=25,cat_4,100-150k
42332,46-55,cat_4,60-100k
15043,26-35,cat_4,100-150k
103676,56-65,cat_4,60-100k
19040,<=25,cat_6,<=30k
51875,36-45,cat_4,250k+
74316,26-35,cat_6,<=30k
32708,46-55,cat_4,30-60k
30184,<=25,cat_6,<=30k
30784,26-35,cat_4,150-250k
8253,26-35,cat_4,60-100k
16629,26-35,cat_6,60-100k
58519,<=25,cat_4,60-100k
13673,<=25,cat_4,30-60k
96200,<=25,cat_4,60-100k
131267,<=25,cat_4,150-250k
91326,36-45,cat_6,150-250k
1144,36-45,cat_6,60-100k
18834,65+,cat_4,<=30k
23502,<=25,cat_4,60-100k
86750,26-35,cat_4,30-60k
33827,65+,cat_6,60-100k
2550,26-35,cat_4,<=30k
64179,36-45,cat_4,150-250k
72662,46-55,cat_6,<=30k
48240,46-55,cat_4,60-100k
100148,36-45,cat_6,60-100k
134567,26-35,cat_6,100-150k
7441,26-35,cat_4,150-250k
131120,26-35,cat_6,30-60k
34995,26-35,cat_4,60-100k
18590,46-55,cat_6,60-100k
132112,36-45,cat_4,<=30k
126091,26-35,cat_4,<=30k
3317,36-45,cat_6,60-100k
138780,36-45,cat_4,100-150k
128749,26-35,cat_4,60-100k
127771,36-45,cat_4,250k+
94566,<=25,cat_4,30-60k
98954,<=25,cat_4,60-100k
29760,26-35,cat_6,100-150k
109440,26-35,cat_4,100-150k
166659,56-65,cat_4,60-100k
21587,36-45,cat_4,60-100k
124772,46-55,cat_4,250k+
88438,46-55,cat_4,250k+
81291,26-35,cat_4,30-60k
297,26-35,cat_4,100-150k
132746,<=25,cat_4,100-150k
137895,26-35,cat_6,60-100k
31634,<=25,cat_4,100-150k
24254,36-45,cat_4,250k+
15100,26-35,cat_6,60-100k
14043,<=25,cat_4,60-100k
14882,26-35,cat_4,150-250k
63904,46-55,cat_6,150-250k
28682,26-35,cat_6,60-100k
114391,<=25,cat_4,30-60k
109206,26-35,cat_6,60-100k
159911,26-35,cat_4,<=30k
15537,26-35,cat_4,100-150k
4250,36-45,cat_4,100-150k
134356,46-55,cat_4,60-100k
38398,26-35,cat_4,60-100k
154222,<=25,cat_4,30-60k
12007,26-35,cat_6,100-150k
102643,26-35,cat_4,<=30k
702,26-35,cat_4,60-100k
114777,36-45,cat_4,60-100k
162909,65+,cat_4,100-150k
16871,26-35,cat_4,60-100k
34079,<=25,cat_4,60-100k
45434,<=25,cat_6,60-100k
64489,<=25,cat_4,<=30k
86073,46-55,cat_6,60-100k
6500,26-35,cat_4,150-250k
49141,36-45,cat_6,250k+
115486,26-35,cat_4,60-100k
57897,36-45,cat_6,60-100k
74386,36-45,cat_4,60-100k
34005,26-35,cat_4,60-100k
114880,36-45,cat_6,30-60k
114041,36-45,cat_4,60-100k
9898,65+,cat_4,<=30k
103783,<=25,cat_4,60-100k
64111,56-65,cat_6,100-150k
145663,46-55,cat_6,100-150k
109576,<=25,cat_4,30-60k
158001,26-35,cat_6,60-100k
71231,<=25,cat_4,60-100k
2785,<=25,cat_6,60-100k
131407,26-35,cat_6,60-100k
47037,36-45,cat_6,250k+
131842,36-45,cat_6,<=30k
74403,26-35,cat_4,100-150k
28480,46-55,cat_4,60-100k
61778,<=25,cat_4,100-150k
74017,<=25,cat_6,30-60k
119595,46-55,cat_4,30-60k
47494,<=25,cat_6,150-250k
57885,36-45,cat_4,60-100k
135236,<=25,cat_4,100-150k
65926,56-65,cat_4,60-100k
35583,36-45,cat_4,30-60k
87580,36-45,cat_4,30-60k
87035,46-55,cat_6,100-150k
147495,26-35,cat_4,<=30k
40266,36-45,cat_6,60-100k
158055,36-45,cat_4,150-250k
65064,36-45,cat_4,30-60k
5467,36-45,cat_6,60-100k
43707,26-35,cat_4,<=30k
75106,36-45,cat_4,100-150k
9487,46-55,cat_4,60-100k
113354,36-45,cat_4,100-150k
166218,46-55,cat_4,60-100k
15917,46-55,cat_4,60-100k
1509,36-45,cat_6,150-250k
159016,46-55,cat_6,<=30k
101212,56-65,cat_6,60-100k
46703,26-35,cat_6,60-100k
154457,<=25,cat_4,60-100k
106621,<=25,cat_4,60-100k
29874,46-55,cat_4,30-60k
102975,36-45,cat_6,<=30k
98680,26-35,cat_4,60-100k
103726,46-55,cat_4,30-60k
32861,26-35,cat_4,100-150k
52931,46-55,cat_6,250k+
25761,36-45,cat_4,60-100k
130485,26-35,cat_6,30-60k
118772,26-35,cat_4,30-60k
17450,36-45,cat_6,60-100k
137459,36-45,cat_4,60-100k
163385,26-35,cat_4,30-60k
85572,36-45,cat_6,100-150k
162619,36-45,cat_4,150-250k
102769,26-35,cat_4,30-60k
48766,36-45,cat_4,<=30k
70737,26-35,cat_6,30-60k
148586,46-55,cat_6,60-100k
8662,65+,cat_4,30-60k
152219,36-45,cat_6,60-100k
156808,26-35,cat_4,100-150k
79086,46-55,cat_6,150-250k
42262,<=25,cat_4,60-100k
45941,36-45,cat_6,150-250k
41537,46-55,cat_4,60-100k
111200,<=25,cat_4,60-100k
87340,36-45,cat_4,<=30k
15973,<=25,cat_4,30-60k
32718,<=25,cat_6,<=30k
